,Title,Citations,Date,Summary,Subfield,Topic,Doi,Open Acess,OA Url,Journal,WashU Proxy Server:
26,Inter-channel effects in monosolvated atomic iodide cluster anion detachment: Correlation of the anisotropy parameter with solvent dipole moment,13,2012-03-15,"Photoelectron imaging results are presented for I(-)[middle dot]X cluster anions (X = CO(2), C(4)H(5)N [pyrrole], (CH(3))(2)CO, CH(3)NO(2)). The available detachment channels are labeled according to the neutral iodine atom states produced (channel I ≡ (2)P(3/2) and channel II ≡ (2)P(1/2)). At photon energies in the vicinity of the channel II threshold these data are compared to previously reported results for I(-)[middle dot]X (X = CH(3)CN, CH(3)Cl, CH(3)Br, and H(2)O). In particular, these results show a strong connection between the dipole moment of the solvent molecule and the behavior of the channel I photoelectron angular distributions in this region, which is consistent with an electronic autodetachment process. The evolution of the channel II:channel I branching ratios in this excitation regime supports this contention.","Atomic and Molecular Physics, and Optics",Advanced Chemical Physics Studies,https://doi.org/10.1063/1.3694244,False,,The Journal of Chemical Physics,https://libproxy.wustl.edu/login?url=https://doi.org/10.1063/1.3694244
27,"I − ⋅ CH 3 X  (X=Cl,Br,I) photodetachment: The effect of electron-molecule interactions in cluster anion photodetachment spectra and angular distributions",13,2010-10-08,"The electron kinetic energy dependence of the photoelectron spectra and angular distributions of I(-)⋅CH(3)X (X=Cl,Br,I) cluster anions are measured via velocity mapped imaging at wavelengths between 350 and 270 nm. Processes analogous to those encountered in free CH(3)X-electron interactions are revealed. In particular, the presence and energies of resonances associated with a low lying σ(∗) state have a marked effect on the results of I(-)⋅CH(3)X photoexcitation. These effects (vibrational excitation, product anion production, and alteration of the photoelectron angular distribution) are far more prominent for I(-)⋅CH(3)I. However, in the vicinity of the (2)P(1/2) threshold there is a sharp deviation in the (2)P(3/2) channel angular distribution and an enhancement of the (2)P(3/2) channel vibrational structure of all three cluster anions. These latter effects are specific to the cluster anion environment through the relaxation of the partner excited I atom and subsequent electronic autodetachment.","Atomic and Molecular Physics, and Optics",Advanced Chemical Physics Studies,https://doi.org/10.1063/1.3487739,False,,The Journal of Chemical Physics,https://libproxy.wustl.edu/login?url=https://doi.org/10.1063/1.3487739
28,Luminescence-laser classification of heteroaromatic and aromatic compounds,13,2002-01-01,No abstract available.,Physical and Theoretical Chemistry,Photochemistry and Electron Transfer Studies,https://doi.org/10.1016/s1386-1425(01)00544-3,False,,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,https://libproxy.wustl.edu/login?url=https://doi.org/10.1016/s1386-1425(01)00544-3
29,Channel branching ratios in CH2CN− photodetachment: Rotational structure and vibrational energy redistribution in autodetachment,9,2017-12-20,"We report photoelectron spectra of CH<sub>2</sub>CN<sup>-</sup>, recorded at photon energies between 13 460 and 15 384 cm<sup>-1</sup>, which show rapid intensity variations in particular detachment channels. The branching ratios for various spectral features reveal rotational structure associated with autodetachment from an intermediate anion state. Calculations using equation-of-motion coupled-cluster method with single and double excitations reveal the presence of two dipole-bound excited anion states (a singlet and a triplet). The computed oscillator strength for the transition to the singlet dipole-bound state provides an estimate of the autodetachment channel contribution to the total photoelectron yield. Analysis of the different spectral features allows identification of the dipole-bound and neutral vibrational levels involved in the autodetachment processes. For the most part, the autodetachment channels are consistent with the vibrational propensity rule and normal mode expectation. However, examination of the rotational structure shows that autodetachment from the ν<sub>3</sub> (v = 1 and v = 2) levels of the dipole-bound state displays behavior counter to the normal mode expectation with the final state vibrational level belonging to a different mode.","Atomic and Molecular Physics, and Optics",Advanced Chemical Physics Studies,https://doi.org/10.1063/1.5001475,False,,The Journal of Chemical Physics,https://libproxy.wustl.edu/login?url=https://doi.org/10.1063/1.5001475
30,Comprehensive study of solar conditions in Mozambique: the effect of trade winds on solar components,9,2003-04-25,No abstract available.,Artificial Intelligence,Solar Radiation and Photovoltaics,https://doi.org/10.1016/s0960-1481(03)00038-7,False,,Renewable Energy,https://libproxy.wustl.edu/login?url=https://doi.org/10.1016/s0960-1481(03)00038-7
31,Role of the Electron–Dipole Interaction in Photodetachment Angular Distributions,8,2021-10-08,"The importance of including long-range electron-molecule interactions in treatments of photodetachment and/or photoionization is demonstrated. A combined experimental and computational study of CN<sup>-</sup> detachment is presented in which near threshold anisotropy parameters (β) are measured via photoelectron imaging. Calculated β values, based on an EOM-IP-CCSD/aug-cc-pVTZ Dyson orbital, are obtained using free-particle and point dipole models. The results demonstrate the influence of the molecular dipole moment in the detachment process and provide an explanation of the recently reported near threshold behavior of the overall photodetachment cross section in CN<sup>-</sup> detachment.","Atomic and Molecular Physics, and Optics",Advanced Chemical Physics Studies,https://doi.org/10.1021/acs.jpclett.1c02882,False,,The Journal of Physical Chemistry Letters,https://libproxy.wustl.edu/login?url=https://doi.org/10.1021/acs.jpclett.1c02882
32,"Photochromism, anomalous multi-banded fluorescence and laser properties of some amino- and tosyl-amino derivatives of oxadiazole",8,2006-02-22,"The multi-banded fluorescence and laser properties of 11 new amino- and tosylamino derivatives of 2,5-di(phenyl)-1,3,4-oxadiazole and oxadiazole in various solvents at 293 K are reported. All the compounds investigated possess intra-molecular hydrogen quasi-bond (IHB) of 4.6-5.2 kcal mol(-1) in the ground state. In the excited state they can undergo protolytic dissociation or intra-molecular photon-initiated transfer of proton and reveal anomalous fluorescence which cannot be explained within the framework of the Kasha and Kasha-Vavilov rules. Depending upon the excitation wavelength, solvent, concentration and pH of the medium, the compounds studied show a single, double, triple or even a four-banded fluorescence, which has not been reported earlier. The nature of multi-banded fluorescence is explained in terms of the possible photochromic processes in excited states. Quantum yields and decay times of the different fluorescence bands are reported. Anomalous dependence of quantum yield upon concentration of the solution is observed. Laser properties of the compounds studied are carefully tested. Laser action based on the fluorescence of the so-called bi-radical molecules is reported. Various possible arrangements of singlet and triplet levels of compounds investigated are discussed.",Physical and Theoretical Chemistry,Photochemistry and Electron Transfer Studies,https://doi.org/10.1016/j.saa.2005.10.031,False,,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,https://libproxy.wustl.edu/login?url=https://doi.org/10.1016/j.saa.2005.10.031
33,Characterization of the vibrational properties of copper difluoride anion and neutral ground states via direct and indirect photodetachment spectroscopy,7,2018-08-23,"Photoelectron spectra of <sup>63</sup>CuF<sub>2</sub><sup>-</sup> are reported at wavelengths 310 nm, 346.6 nm, and 350.1 nm, obtained via velocity map imaging. The photoelectron angular distributions allow for the unambiguous assignment of a <sup>2</sup>Σ<sub>g</sub><sup>+</sup> neutral CuF<sub>2</sub> ground state. Vibrational analysis of the direct detachment transitions in the spectra enables accurate determination of the anion and neutral bond length difference (0.073 Å), adiabatic electron affinity of CuF<sub>2</sub> (3.494 eV) and symmetric stretching (500 cm<sup>-1</sup>, anion, and 630 cm<sup>-1</sup>, neutral) and antisymmetric stretching (610 cm<sup>-1</sup>, anion, and 782 cm<sup>-1</sup> neutral) frequencies of the ground electronic states. Strongly photon energy dependent intensities are also observed for select transitions. Equation-of-motion coupled-cluster singles and doubles calculations augmented by a complex absorbing potential reveal a metastable <sup>1</sup>Π<sub>g</sub> anion state which is optically accessible due to Renner-Teller coupling. Mediation of the detachment process by this state allows measurement of the bending frequencies (177 cm<sup>-1</sup>, anion, and 200 cm<sup>-1</sup>, neutral) completing the inventory of experimentally measured vibrational properties of the ground electronic states.",Inorganic Chemistry,Inorganic Fluorides and Related Compounds,https://doi.org/10.1063/1.5040122,False,,The Journal of Chemical Physics,https://libproxy.wustl.edu/login?url=https://doi.org/10.1063/1.5040122
34,Intra-cluster photoelectron interactions: Scattering and dissociative attachment in halide-methyl halide cluster anions,7,2009-11-01,Comparison of photodetachment images of I-·CH3I with those of I- and I-·CH3Cl over a range of wavelengths reveals generally similar spectral features but a strikingly different evolution of the photoelectron angular distributions. These measurements reveal the effect of intracluster electron scattering and in particular the influence of a vibrational Feshbach resonance on the angular distributions of the I-·CH3I photodetachment.,"Atomic and Molecular Physics, and Optics",Advanced Chemical Physics Studies,https://doi.org/10.1088/1742-6596/194/1/012051,True,https://iopscience.iop.org/article/10.1088/1742-6596/194/1/012051/pdf,Journal of Physics: Conference Series,https://libproxy.wustl.edu/login?url=https://doi.org/10.1088/1742-6596/194/1/012051
35,Photodetachment and photodissociation of the linear OCuO<sup>−</sup>molecular anion: energy and time dependence of Cu<sup>−</sup>production,6,2013-10-02,"A photodissociative study of CuO2(-) is presented using a combination of energy and time domain photoelectron spectroscopy. Ion source conditions are used that solely produce linear OCuO(-). Photodissociation of this isomer to produce Cu(-) + O2 is conclusively demonstrated at wavelengths between 765 and 340 nm. Nanosecond pulsed photoexcitation at wavelengths shorter than 340 nm produces single photon detachment transitions from the first excited state of CuO2(-). At longer wavelengths narrow Cu(-) fragment transitions are observed as a result of a sequential two photon process. In addition, the longer wavelengths produce a weak, broad two photon dependent signal, the result of detachment of the dissociating linear isomer. Time resolved pump-probe measurements reveal a long timescale growth (up to 150 ps) of the Cu(-) fragment yield, consistent with the unfavorable starting geometry for the dissociative process and indicating a potential energy surface which has one or more substantial barriers to dissociation.",Materials Chemistry,Copper-based nanomaterials and applications,https://doi.org/10.1039/c3cp52986j,False,,Phys. Chem. Chem. Phys.,https://libproxy.wustl.edu/login?url=https://doi.org/10.1039/c3cp52986j
36,I−·(CH3I)2 photoexcitation: The influence of dipole bound states on detachment and fragmentation,4,2011-06-01,"We present the results of a photoelectron imaging study of the I(-)·(CH(3)I)(2) cluster anion over excitation wavelengths 355-260 nm. The resulting spectra and photoelectron angular distributions (PADs) suggest extensive electron-molecule interaction following photoexcitation. Fragmentation channels are observed subsequent to excitation between 355 and 330 nm. The origin of these features, which begin 200 meV and peak 70 meV below the X band direct detachment threshold, is described in terms of a predissociative dipole bound state. The nature of the fragments detected and the energetics of the channel opening argue strongly in favor of an asymmetric, head to tail cluster anion geometry posited by Dessent et al. [Acc. Chem. Res. 31, 527 (1998)]. Above the direct detachment threshold, PADs display evidence of phenomena akin to electron-molecule scattering. The fragment anions disappear above the X band threshold but reappear some distance below the second (A) direct detachment band. At these energies there is also rapid variation of the X band PAD, an observation attributed to autodetachment via spin-orbit relaxation of the iodine core of the cluster.","Atomic and Molecular Physics, and Optics",Advanced Chemical Physics Studies,https://doi.org/10.1063/1.3594177,False,,The Journal of Chemical Physics,https://libproxy.wustl.edu/login?url=https://doi.org/10.1063/1.3594177
37,Near threshold Cl−·CH3I photodetachment: Apparent 2P1/2 channel suppression and enhanced 2P3/2 channel vibrational excitation,4,2011-05-13,"Cl(-)·CH(3)I cluster anion photoelectron images are recorded over a range of detachment wavelengths in the immediate post threshold region. The photoelectron spectral features fall into two categories. A number of weak, photon energy dependent transitions are observed and attributed to atomic anion fragmentation products. Several more intense, higher electron binding energy transitions result from single photon cluster anion detachment. Comparison with I(-)·CH(3)I suggests that the detachment process is more complicated for Cl(-)·CH(3)I. The single photon transition spacing is consistent with CH(3)I ν(3) mode excitation, but the two distinct vibronic bands of I(-)·CH(3)I detachment are not easily distinguished in the Cl(-)·CH(3)I spectra. Similarly, while the spectral intensities for both cluster anions show non-Franck Condon behavior, the level of vibrational excitation appears greater for Cl(-)·CH(3)I detachment. These observations are discussed in terms of low lying electronic states of CH(3)I along the C-I coordinate, and the influence of the CH(3)I moiety on the neutral halogen atom states.","Atomic and Molecular Physics, and Optics",Advanced Chemical Physics Studies,https://doi.org/10.1063/1.3583812,False,,The Journal of Chemical Physics,https://libproxy.wustl.edu/login?url=https://doi.org/10.1063/1.3583812
38,The overlooked role of excited anion states in NiO2− photodetachment,4,2024-01-23,"Photodetachment spectra of anionic species provide significant insights into the energies and nature of ground and excited states of both the anion and resultant neutral molecules. Direct detachment of the excess electron to the continuum may occur via formally allowed or forbidden transitions (perhaps as the result of intensity borrowing through vibronic coupling). However, alternate indirect pathways are also possible and often overlooked. Here, we report a two-dimensional photoelectron spectral study, combined with correlated electronic structure calculations, to elucidate the nature of photodetachment from NiO2-. The spectra are comprised of allowed and forbidden transitions, in excellent agreement with previously reported slow electron velocity mapped imaging spectra of the same system, which were interpreted in terms of direct detachment. In the current work, the contributions of indirect processes are revealed. Measured oscillations in the branching ratios of the spectral channels clearly indicate non-direct detachment processes, and the electronic structure calculations suggest that excited states of the appropriate symmetry and degeneracy lie slightly above the neutral ground state. Taken together, the results suggest that the origin of the observed forbidden transitions is the result of anion excited states mediating the electron detachment process.",Physical and Theoretical Chemistry,Photochemistry and Electron Transfer Studies,https://doi.org/10.1063/5.0188066,False,,The Journal of Chemical Physics,https://libproxy.wustl.edu/login?url=https://doi.org/10.1063/5.0188066
39,Photoelectron Angular Distributions as Probes of Cluster Anion Structure: I<sup>–</sup>·(H<sub>2</sub>O)<sub>2</sub> and I<sup>–</sup>·(CH<sub>3</sub>CN)<sub>2</sub>,4,2014-01-13,"The use of photoelectron angular distributions to provide structural details of cluster environments is investigated. Photoelectron spectra and angular distributions of I(-)·(H2O)2 and I(-)·(CH3CN)2 cluster anions are recorded over a range of photon energies. The anisotropy parameter (β) for electrons undergoes a sharp change (Δβmax) at photon energies close to a detachment channel threshold. I(-)·(H2O)2 results show the relationship between dipole moment and Δβmax to be similar to that observed in monosolvated I(-) detachment. The Δβmax of the 4.0 eV band in the I(-)·(CH3CN)2 photoelectron spectrum suggests a dipole moment of 5-6 D. This is consistent with predictions of a hydrogen bonded conformer of the I(-)·(CH3CN)2 cluster anion [Timerghazin, Q. K.; Nguyen, T. N.; Peslherbe, G. H. J. Chem. Phys. 2002, 116, 6867-6870].",Inorganic Chemistry,Inorganic Fluorides and Related Compounds,https://doi.org/10.1021/jp4104596,False,,The Journal of Physical Chemistry A,https://libproxy.wustl.edu/login?url=https://doi.org/10.1021/jp4104596
40,Dipole effects in the photoelectron angular distributions of the sulfur monoxide anion,3,2022-01-01,"Photoelectron angular distributions (PADs) in SO<sup>-</sup> photodetachment using linearly polarized 355 nm (3.49 eV), 532 nm (2.33 eV), and 611 nm (2.03 eV) light were investigated <i>via</i> photoelectron imaging spectroscopy. The measurements at 532 and 611 nm access the X<sup>3</sup>Σ<sup>-</sup> and a<sup>1</sup>Δ electronic states of SO, whereas the measurements at 355 nm also access the b<sup>1</sup>Σ<sup>+</sup> state. In aggregate, the photoelectron anisotropy parameter values follow the general trend with respect to electron kinetic energy (eKE) expected for π*-orbital photodetachment. The trend is similar to O<sub>2</sub><sup>-</sup>, but the minimum of the SO<sup>-</sup> curve is shifted to smaller eKE. This shift is mainly attributed to the exit-channel interactions of the departing electron with the dipole moment of the neutral SO core, rather than the differing shapes of the SO<sup>-</sup> and O<sub>2</sub><sup>-</sup> molecular orbitals. Of the several <i>ab initio</i> models considered, two approaches yield good agreement with the experiment: one representing the departing electron as a superposition of eigenfunctions of a point dipole-field Hamiltonian, and another describing the outgoing electron in terms of Coulomb waves originating from two separated charge centers, with a partial positive charge on the sulfur and an equal negative charge on the oxygen. These fundamentally related approaches support the conclusion that electron-dipole interactions in the exit channel of SO<sup>-</sup> photodetachment play an important role in shaping the PADs. While a similar conclusion was previously reached for photodetachment from σ orbitals of CN<sup>-</sup> (Hart, Lyle, Spellberg, Krylov, Mabbs, <i>J. Phys. Chem. Lett.</i>, 2021, <b>12</b>, 10086-10092), the present work includes the first extension of the dipole-field model to detachment from π* orbitals.","Atomic and Molecular Physics, and Optics",Advanced Chemical Physics Studies,https://doi.org/10.1039/d2cp03337b,False,,Physical Chemistry Chemical Physics,https://libproxy.wustl.edu/login?url=https://doi.org/10.1039/d2cp03337b
41,Photoelectron Imaging of Anions Illustrated by 310 Nm Detachment of F&lt;sup&gt;&amp;#8722;&lt;/sup&gt;,2,2018-07-27,"Anion photoelectron imaging is a very efficient method for the study of energy states of bound negative ions, neutral species and interactions of unbound electrons with neutral molecules/atoms. State-of-the-art in vacuo anion generation techniques allow application to a broad range of atomic, molecular, and cluster anion systems. These are separated and selected using time-of-flight mass spectrometry. Electrons are removed by linearly polarized photons (photo detachment) using table-top laser sources which provide ready access to excitation energies from the infra-red to the near ultraviolet. Detecting the photoelectrons with a velocity mapped imaging lens and position sensitive detector means that, in principle, every photoelectron reaches the detector and the detection efficiency is uniform for all kinetic energies. Photoelectron spectra extracted from the images via mathematical reconstruction using an inverse Abel transformation reveal details of the anion internal energy state distribution and the resultant neutral energy states. At low electron kinetic energy, typical resolution is sufficient to reveal energy level differences on the order of a few millielectron-volts, i.e., different vibrational levels for molecular species or spin-orbit splitting in atoms. Photoelectron angular distributions extracted from the inverse Abel transformation represent the signatures of the bound electron orbital, allowing more detailed probing of electronic structure. The spectra and angular distributions also encode details of the interactions between the outgoing electron and the residual neutral species subsequent to excitation. The technique is illustrated by the application to an atomic anion (F<sup>-</sup>), but it can also be applied to the measurement of molecular anion spectroscopy, the study of low lying anion resonances (as an alternative to scattering experiments) and femtosecond (fs) time resolved studies of the dynamic evolution of anions.","Atomic and Molecular Physics, and Optics",Atomic and Molecular Physics,https://doi.org/10.3791/57989,True,https://www.jove.com/pdf/57989/photoelectron-imaging-of-anions-illustrated-by-310-nm-detachment-of-f,Journal of Visualized Experiments,https://libproxy.wustl.edu/login?url=https://doi.org/10.3791/57989
42,Observation of vibration-dependent electron anisotropy in O− photodetachment,1,2010-01-01,No abstract available.,Biomedical Engineering,Photocathodes and Microchannel Plates,,False,,,https://libproxy.wustl.edu/login?url=None
43,Intra-cluster photoelectron interactions: Scattering and dissociative attachment in halide – methyl halide cluster anions,1,2009-11-01,"I- and I-CH3I photodetachment over a range of wavelengths generally shows similar spectral features but strikingly different photoelectron angular distributions. The difference in angular distribution is due to intracluster electron scattering. Additionally, within narrow energy ranges, the cluster anion detachment yields new spectral transitions. These correspond to excitation of a vibrational Feshbach resonance and subsequent fragmentation, analogous to a dissociative electron attachment process. Fs time resolved studies of dissociative electron attachment are discussed.","Atomic and Molecular Physics, and Optics",Advanced Chemical Physics Studies,https://doi.org/10.1088/1742-6596/194/5/052034,True,https://doi.org/10.1088/1742-6596/194/5/052034,Journal of Physics: Conference Series,https://libproxy.wustl.edu/login?url=https://doi.org/10.1088/1742-6596/194/5/052034
44,Pushing resolution in frequency and time: general discussion,1,2019-01-01,"Stefan Willitsch opened the general discussion of the paper by Stephan Schlemmer: While I accept that He is the best tag to have, it is still a tag and it would be better to use methods which do not require tagging, e.g., laser-induced inhibition of cluster growth (LIICG). I was intrigued by a",Electrical and Electronic Engineering,Advanced Electrical Measurement Techniques,https://doi.org/10.1039/c9fd90033k,True,http://hdl.handle.net/2066/214873,Faraday Discussions,https://libproxy.wustl.edu/login?url=https://doi.org/10.1039/c9fd90033k
45,AUTODETACHMENT OF CH2CN_ VIEWED WITH HIGH RESOLUTION PHOTOELECTRON IMAGING,0,2019-06-19,No abstract available.,Electrical and Electronic Engineering,Gas Sensing Nanomaterials and Sensors,https://doi.org/10.15278/isms.2019.wf03,True,https://www.ideals.illinois.edu/bitstream/2142/104232/4/1379920.pdf,Proceedings of the 74th International Symposium on Molecular Spectroscopy,https://libproxy.wustl.edu/login?url=https://doi.org/10.15278/isms.2019.wf03
46,ELECTRON ANISOTROPY AS A SIGNATURE OF MODE SPECIFIC ISOMERIZATION IN VINYLIDENE [Research supported by the Australian Research Council Discovery Project Grant DP160102585],0,2016-06-20,No abstract available.,"Surfaces, Coatings and Films",Electron and X-Ray Spectroscopy Techniques,https://doi.org/10.15278/isms.2016.mf08,False,,Proceedings of the 71st International Symposium on Molecular Spectroscopy,https://libproxy.wustl.edu/login?url=https://doi.org/10.15278/isms.2016.mf08
47,VIBRATIONAL MODE-SPECIFIC AUTODETACHMENT AND COUPLING OF CH2CN-,0,2017-06-20,"The Cyanomethyl Anion, CH 2 CN-, and neutral radical have been studied extensively, with several findings of autodetachment about the totally symmetric transition, as well as high resolution experiments revealing symmetrically forbidden and weak vibrational features. We report photoelectron spectra using the Velocity-Mapped Imaging Technique in 1-2 cm -1 increments over a range of 13460 to 15384 cm -1 that has not been previously examined. These spectra include excitation of the ground state cyanomethyl anion into the direct detachment thresholds of previously reported vibrational modes for the neutral radical. Significant variations from Franck-Condon behavior were observed in the branching ratios for resolved vibrational features for excitation in the vicinity of the thresholds involving the 3 and 5 modes. These are consistent with autodetachment from rovibrational levels of a dipole bound state acting as a resonance in the detachment continuum. The autodetachment channels involve single changes in vibrational quantum number, consistent with the vibrational propensity rule but in some cases reveal relaxation to a different vibrational mode indicating coupling between the modes and/or a breakdown of the normal mode approximation.",Spectroscopy,Analytical Chemistry and Chromatography,https://doi.org/10.15278/isms.2017.tg10,True,https://ideals-main.s3.us-east-2.amazonaws.com/institutions/uiuc/storage/104704/2605.pdf,Proceedings of the 72nd International Symposium on Molecular Spectroscopy,https://libproxy.wustl.edu/login?url=https://doi.org/10.15278/isms.2017.tg10
48,Stabilized resonances are no less exciting,0,2021-07-22,No abstract available.,"Atomic and Molecular Physics, and Optics",Advanced Chemical Physics Studies,https://doi.org/10.1038/s41557-021-00755-6,False,,Nature Chemistry,https://libproxy.wustl.edu/login?url=https://doi.org/10.1038/s41557-021-00755-6
49,SUPEROXIDE PHOTOELECTRON ANGULAR DISTRIBUTIONS: VIBRATIONAL DEPENDENCE AS A CONSQUENCE OF BORN-OPPENHEIMER BEHAVIOR,0,2010-06-01,"Author Institution: Department of Chemistry, Washington University, One Brookings Dr., Campus Box 1134 Saint Louis, Missouri 63130, USA; Research School of Physical Sciences and Engineering, The Australian National University, Canberra, Australian Capital Territory 0200, Australia",Bioengineering,Analytical Chemistry and Sensors,,False,,65th International Symposium On Molecular Spectroscopy,https://libproxy.wustl.edu/login?url=None
50,Dipole Effects in the Photoelectron Angular Distributions of the Sulfur Monoxide Anion,0,2022-07-24,"Photoelectron angular distributions (PADs) in SO- photodetachment using linearly polarized 355 nm (3.49 eV), 532 nm (2.33 eV), and 611 nm (2.03 eV) light were investigated via photoelectron imaging spectroscopy. The measurements at 532 and 611 nm access the X-^3-Σ^- and a-^1-Delta electronic states of SO, whereas the measurements at 355 nm also access the b-^1Σ^+ state. In aggregate, the photoelectron anisotropy parameter values follow the general trend with respect to electron kinetic energy (eKE) expected for π* orbital photodetachment. The trend is similar to O2-, but the minimum of the SO- curve is shifted to smaller eKE. This shift is attributed mainly to the exit-channel interactions of the departing electron with the dipole moment of the neutral SO core, rather than the differing shapes of the SO- and O2- molecular orbitals. Of the several ab initio models considered, two approaches yield good agreement with the experiment: one representing the departing electron as a superposition of eigenfunctions of a point dipole-field Hamiltonian, and another describing the outgoing electron in terms of Coulomb waves originating from two separated charge centers, with a partial positive charge on the sulfur and an equal negative charge on the oxygen. These fundamentally related approaches support the conclusion that electron-dipole interactions in the exit channel of SO- photodetachment play an important role in shaping the PADs. While a similar conclusion was previously reached for photodetachment from sigma orbitals of CN- (Hart, Lyle, Spellberg, Krylov, Mabbs, J. Phys. Chem. Lett., 2021, 12, 10086-10092), the present work includes the first extension of the dipole-field model to detachment from π* orbitals.","Atomic and Molecular Physics, and Optics",Advanced Chemical Physics Studies,https://doi.org/10.26434/chemrxiv-2022-43sd6,True,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/62d983c7468933537563e0e1/original/dipole-effects-in-the-photoelectron-angular-distributions-of-the-sulfur-monoxide-anion.pdf,,https://libproxy.wustl.edu/login?url=https://doi.org/10.26434/chemrxiv-2022-43sd6
51,On the Role of the Electron-Dipole Interaction in Photodetachment Angular Distributions,0,2021-09-16,"The importance of including long-range electron-molecule interactions in treatments of photodetachment/photoionization is demonstrated. A combined experimental and computational study of CN− detachment is presented in which near threshold anisotropy parameters (β) are measured via photoelectron imaging. Calculated β values, based on an EOM-IP-CCSD/aug-cc-pVTZ Dyson orbital, are obtained using free particle and point dipole models. The results demonstrate the influence of the molecular dipole moment in the detachment process, and provide an explanation of the near threshold behavior of the overall photodetachment cross section in CN− detachment [J. Chem. Phys. 2020, 153, 184309]","Surfaces, Coatings and Films",Electron and X-Ray Spectroscopy Techniques,https://doi.org/10.33774/chemrxiv-2021-9h59t,True,https://doi.org/10.33774/chemrxiv-2021-9h59t,,https://libproxy.wustl.edu/login?url=https://doi.org/10.33774/chemrxiv-2021-9h59t
52,On the Role of the Electron-Dipole Interaction in Photodetachment Angular Distributions,0,2021-09-15,"The importance of including long-range electron-molecule interactions in treatments of photodetachment/photoionization is demonstrated. A combined experimental and computational study of CN− detachment is presented in which near threshold anisotropy parameters (β) are measured via photoelectron imaging. Calculated β values, based on an EOM-IP-CCSD/aug-cc-pVTZ Dyson orbital, are obtained using free particle and point dipole models. The results demonstrate the influence of the molecular dipole moment in the detachment process, and provide an explanation of the near threshold behavior of the overall photodetachment cross section in CN− detachment [J. Chem. Phys. 2020, 153, 184309]","Surfaces, Coatings and Films",Electron and X-Ray Spectroscopy Techniques,https://doi.org/10.26434/chemrxiv-2021-9h59t,True,https://chemrxiv.org/engage/api-gateway/chemrxiv/assets/orp/resource/item/613f7d5490051e3277f20d9a/original/on-the-role-of-the-electron-dipole-interaction-in-photodetachment-angular-distributions.pdf,,https://libproxy.wustl.edu/login?url=https://doi.org/10.26434/chemrxiv-2021-9h59t
53,Exotic systems: general discussion,0,2019-01-01,"Laura McCaslin opened the discussion of the paper by Anna Krylov: You use the molecule C22− for your reference wavefunction in studying the neutral C2 using EOM-DIP-CCSD. General good practice suggests that the reference wavefunction for EOM-CC methods is closed-shell and well-behaved, though C",Statistical and Nonlinear Physics,Advanced Thermodynamics and Statistical Mechanics,https://doi.org/10.1039/c9fd90035g,False,,Faraday Discussions,https://libproxy.wustl.edu/login?url=https://doi.org/10.1039/c9fd90035g
